checkpoint_count,checkpoint_target_ratio,dataset_group,mean_kendall_rank_correlation,mean_pearson_score_correlation,mean_removed_node_m5_rank_percentile,mean_removed_node_m5_top_10pct,mean_removed_node_m5_top_1pct,mean_removed_node_m5_top_5pct,mean_spearman_rank_correlation,mean_top_10pct_overlap,mean_top_1pct_overlap,mean_top_5pct_overlap,method,run_count,std_kendall_rank_correlation,std_pearson_score_correlation,std_removed_node_m5_rank_percentile,std_removed_node_m5_top_10pct,std_removed_node_m5_top_1pct,std_removed_node_m5_top_5pct,std_spearman_rank_correlation,std_top_10pct_overlap,std_top_1pct_overlap,std_top_5pct_overlap
60,0.0,realworld_completed,0.9181568616502727,0.9648141925522139,0.0,1.0,1.0,1.0,0.9791493387950088,0.8822917560923282,0.8247296004648945,0.8261401601486698,SASB-N-degree-source,60,0.05617605539157192,0.03827381854196967,0.0,0.0,0.0,0.0,0.018766002619339767,0.08518851907730088,0.1446728635245082,0.09854891454978155
60,0.1,realworld_completed,0.9497364426100265,0.9822853339447001,0.002647053521776711,1.0,0.9166666666666666,1.0,0.989322868012901,0.9194292549555707,0.8180555555555552,0.9246491228070173,SASB-N-degree-source,60,0.06625125652187926,0.03333665178676537,0.005928007276341619,0.0,0.27871780678530217,0.0,0.019522546368738243,0.10478758681991278,0.3323047926287217,0.1160571541642015
60,0.2,realworld_completed,0.7158308977549428,0.7327235521427067,0.0071910996150326345,1.0,0.9166666666666666,0.9166666666666666,0.7414505258813489,0.9203245942571783,0.8842592592592595,0.907699805068226,SASB-N-degree-source,60,0.4217950102033754,0.4285990047613194,0.023249258419158956,0.0,0.27871780678530217,0.27871780678530217,0.432168045345076,0.1504153035599408,0.2729891703296104,0.18918397639808016
60,0.3,realworld_completed,0.40689865689865695,0.41399364150332274,0.0010822510822510825,1.0,0.9166666666666666,1.0,0.41466655707162037,0.96875,0.9166666666666666,0.9791666666666666,SASB-N-degree-source,60,0.48647026664341997,0.4940482600770592,0.0036197117764325,0.0,0.27871780678530217,0.0,0.49482004862954443,0.10451917754448832,0.2787178067853025,0.06967945169632561
60,0.5,realworld_completed,0.16666666666666666,0.16666666666666666,0.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,SASB-N-degree-source,60,0.3758230140014146,0.3758230140014145,0.0,0.0,0.0,0.0,0.3758230140014146,0.0,0.0,0.0
60,0.0,realworld_completed,0.9184289584398413,0.9772715484738268,1.3175230566534916e-05,1.0,1.0,1.0,0.978249785870767,0.8972917356483595,0.8442681501505028,0.8591374236593773,SASB-N-frozen-source,60,0.050672242047460674,0.015148659243772119,0.00010205489713326525,0.0,0.0,0.0,0.01839320731412736,0.06598847677699228,0.1543600869784442,0.05794197685006263
60,0.1,realworld_completed,0.6631939256028075,0.677007105419906,0.04951462613597069,0.8333333333333334,0.5666666666666667,0.7333333333333333,0.7209695178184781,0.7407748071701494,0.5003282828282829,0.7208259061200237,SASB-N-frozen-source,60,0.3693630259404447,0.39323769646137857,0.0864994334845023,0.3758230140014145,0.4997174342809082,0.4459484908564835,0.3950893494455157,0.264097461905205,0.4251390198840499,0.3301685273897421
60,0.2,realworld_completed,0.32680725917173953,0.3092830821684023,0.05300229169719104,0.8333333333333334,0.6,0.7,0.36141800330316826,0.7969235915998838,0.5725,0.6637135534921454,SASB-N-frozen-source,60,0.3992707424711192,0.40412841799350707,0.10140195215965873,0.3758230140014145,0.494032181755571,0.46212479054244465,0.4402680253754784,0.30530782475234386,0.4835580521824745,0.41470990059254553
60,0.3,realworld_completed,0.1682408544622998,0.16658523190511426,0.022354691095936744,0.9166666666666666,0.8333333333333334,0.8833333333333333,0.18531426725708122,0.8399194740340382,0.8249999999999998,0.8401554671382259,SASB-N-frozen-source,60,0.3406667123993991,0.34964342526245246,0.0649483952326967,0.27871780678530217,0.3758230140014145,0.32373177151309335,0.3748668116962492,0.2559603689191615,0.3738447364958477,0.3093586825110889
60,0.5,realworld_completed,0.12464482922086921,0.13627795523782088,0.008524130190796857,0.95,0.9333333333333333,0.95,0.1396858571843228,0.961111111111111,0.9333333333333333,0.9333333333333333,SASB-N-frozen-source,60,0.3050586726898145,0.3287097376723409,0.03625899306086529,0.2197841776510828,0.2515488742932317,0.2197841776510828,0.3362040162064312,0.13150822429462317,0.25154887429323136,0.22798552833446104
60,0.0,realworld_completed,0.9146781061762739,0.9757204574941396,0.00013156571703419444,1.0,1.0,1.0,0.9785355887234304,0.8551683538741595,0.8631786187668538,0.837548926966118,SASB-N-random-source,60,0.05038651121603975,0.023782146021235226,0.0006023300677678051,0.0,0.0,0.0,0.019043557409629597,0.10147896712028366,0.13158677664765514,0.10774118761251894
60,0.1,realworld_completed,0.9466215545777392,0.9695726485471174,0.008039248580534755,0.9833333333333333,0.8666666666666667,0.95,0.9852570199219232,0.8993036759960396,0.8324999999999998,0.8880874060150376,SASB-N-random-source,60,0.08152093648382071,0.05781200958577674,0.023825140933184916,0.12909944487358058,0.34280333180088157,0.2197841776510828,0.03143019780308265,0.14418889713424937,0.27823469953008884,0.17356404024328928
60,0.2,realworld_completed,0.7989259655643732,0.817167554818367,0.0019652084424314495,1.0,0.9333333333333333,1.0,0.8242290937594751,0.9398224484609484,0.8980158730158732,0.9108604397831485,SASB-N-random-source,60,0.36593014324092765,0.3701189604931169,0.006888241116105112,0.0,0.2515488742932317,0.0,0.3722539969579634,0.1213398163379552,0.24405081790852218,0.16510804693418915
60,0.3,realworld_completed,0.5276945276945277,0.5323610662427001,0.0015151515151515152,1.0,0.95,1.0,0.532644992138663,0.9895833333333334,0.95,0.9791666666666666,SASB-N-random-source,60,0.4981121095767814,0.5021929410301397,0.007209746902325676,0.0,0.2197841776510828,0.0,0.5024535306211402,0.04175485018682617,0.21978417765108266,0.08350970037365231
60,0.5,realworld_completed,0.25,0.25,0.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,SASB-N-random-source,60,0.4366668823046865,0.4366668823046865,0.0,0.0,0.0,0.0,0.4366668823046865,0.0,0.0,0.0
60,0.0,realworld_completed,0.9184289584398413,0.9772715484738268,1.3175230566534916e-05,1.0,1.0,1.0,0.978249785870767,0.8972917356483595,0.8442681501505028,0.8591374236593773,SASB-N-structured,60,0.050672242047460674,0.015148659243772119,0.00010205489713326525,0.0,0.0,0.0,0.01839320731412736,0.06598847677699228,0.1543600869784442,0.05794197685006263
60,0.1,realworld_completed,0.9525913384363385,0.9802965481111848,0.0041999566826279875,1.0,0.8333333333333334,0.9833333333333333,0.9894840169135081,0.9019915228986026,0.7444444444444442,0.9125614035087719,SASB-N-structured,60,0.06866723435901709,0.033583556657466186,0.009398897296063894,0.0,0.3758230140014145,0.12909944487358058,0.020844564192465134,0.12917676110045256,0.34509840113478896,0.14114779403729794
60,0.2,realworld_completed,0.8026251039978484,0.8213444431728242,0.0013788880537824954,1.0,0.9166666666666666,1.0,0.8267350719803231,0.9376169575553136,0.8737499999999999,0.9227053105737316,SASB-N-structured,60,0.3663734754683295,0.3711634929103584,0.004468771603839456,0.0,0.27871780678530217,0.0,0.37311168829745855,0.11512283862872398,0.2724039637955466,0.1440558284079784
60,0.3,realworld_completed,0.524064824064824,0.5306390043006323,0.0030303030303030303,1.0,0.9333333333333333,0.9666666666666667,0.5316139556645886,0.9729166666666667,0.9333333333333333,0.9708333333333333,SASB-N-structured,60,0.49525271787329356,0.5006316946086421,0.012508614780244934,0.0,0.2515488742932317,0.18102033471939247,0.501507263869289,0.09232079143439716,0.25154887429323136,0.12257535443197487
60,0.5,realworld_completed,0.25,0.25,0.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,SASB-N-structured,60,0.4366668823046865,0.4366668823046865,0.0,0.0,0.0,0.0,0.4366668823046865,0.0,0.0,0.0
60,0.0,synthetic45,0.8102658216044074,0.9450790728178304,0.008305037521980977,1.0,0.75,1.0,0.943109143663857,0.736760461760462,0.652777777777778,0.715593434343434,SASB-N-degree-source,60,0.07199235066980951,0.036238124187105425,0.012092928661216314,0.0,0.4366668823046865,0.0,0.032058760083595685,0.10926588240016451,0.2609046745754415,0.10440665883865335
60,0.1,synthetic45,0.8384785276319093,0.9386508180545264,0.01800649054816984,1.0,0.4166666666666667,0.9166666666666666,0.9497803058559333,0.7841794170741535,0.4583333333333333,0.7355158730158736,SASB-N-degree-source,60,0.09928606146190147,0.04833246621414202,0.02010698441236256,0.0,0.497167116011244,0.27871780678530217,0.0386251291554688,0.13415802956765296,0.38280484325906694,0.16096991398089078
60,0.2,synthetic45,0.8774225751543359,0.962636628248753,0.0068907736655378134,1.0,0.8333333333333334,0.9166666666666666,0.963263750564043,0.8376565904139434,0.6666666666666666,0.8310185185185187,SASB-N-degree-source,60,0.10275574938416998,0.03717745915189945,0.015215972040228442,0.0,0.3758230140014145,0.27871780678530217,0.03756447240288232,0.135387442408871,0.37582301400141443,0.1935540324897932
60,0.3,synthetic45,0.9152722223425006,0.9802147859386068,0.01196417541365482,1.0,0.75,0.9166666666666666,0.9766318868172025,0.8931457431457425,0.75,0.8649801587301583,SASB-N-degree-source,60,0.09080469035249905,0.023203242855700548,0.021702696966719382,0.0,0.4366668823046865,0.27871780678530217,0.028869692305561596,0.1196341361816494,0.38510399211870383,0.15288523355083325
60,0.5,synthetic45,0.5833333333333334,0.5833333333333334,0.0,1.0,1.0,1.0,0.5833333333333334,1.0,1.0,1.0,SASB-N-degree-source,60,0.4971671160112439,0.4971671160112439,0.0,0.0,0.0,0.0,0.4971671160112439,0.0,0.0,0.0
60,0.0,synthetic45,0.8125633839190815,0.9459957153763171,0.007376563122644079,1.0,0.7666666666666667,1.0,0.9441649606377666,0.7773520923520926,0.6916666666666662,0.743434343434343,SASB-N-frozen-source,60,0.06809379301489964,0.03942532388141178,0.00947684540502649,0.0,0.42652186808509857,0.0,0.03306714651634683,0.1343524668862526,0.29082809232323,0.15207566242615483
